947.75,0.00,-679.25 947.75,0.00,-657.50 b 20
952.25,0.00,-679.25 952.25,0.00,-657.50 b 20
963.75,0.00,-679.25 963.75,0.00,-657.50 b 20
968.25,0.00,-679.25 968.25,0.00,-657.50 b 20
972.75,0.00,-679.25 972.75,0.00,-657.50 b 20
977.25,0.00,-679.25 977.25,0.00,-657.50 b 20
981.75,0.00,-679.25 981.75,0.00,-657.50 b 20
986.25,0.00,-679.25 986.25,0.00,-657.50 b 20
997.75,0.00,-679.25 997.75,0.00,-657.50 b 20
1002.25,0.00,-679.25 1002.25,0.00,-657.50 b 20
1006.75,0.00,-679.25 1006.75,0.00,-657.50 b 20
1011.25,0.00,-679.25 1011.25,0.00,-657.50 b 20
1015.75,0.00,-679.25 1015.75,0.00,-657.50 b 20
1020.25,0.00,-679.25 1020.25,0.00,-657.50 b 20
1031.75,0.00,-679.25 1031.75,0.00,-657.50 b 20
1036.25,0.00,-679.25 1036.25,0.00,-657.50 b 20
1040.75,0.00,-679.25 1040.75,0.00,-657.50 b 20
1045.25,0.00,-679.25 1045.25,0.00,-657.50 b 20
1049.75,0.00,-679.25 1049.75,0.00,-657.50 b 20
1054.25,0.00,-679.25 1054.25,0.00,-657.50 b 20
1065.75,0.00,-679.25 1065.75,0.00,-657.50 b 20
1070.25,0.00,-679.25 1070.25,0.00,-657.50 b 20
1074.75,0.00,-679.25 1074.75,0.00,-657.50 b 20
1079.25,0.00,-679.25 1079.25,0.00,-657.50 b 20
1083.75,0.00,-679.25 1083.75,0.00,-657.50 b 20
1088.25,0.00,-679.25 1088.25,0.00,-657.50 b 20
1099.75,0.00,-679.25 1099.75,0.00,-657.50 b 20
1104.25,0.00,-679.25 1104.25,0.00,-657.50 b 20
1108.75,0.00,-679.25 1108.75,0.00,-657.50 b 20
1113.25,0.00,-679.25 1113.25,0.00,-657.50 b 20
1117.75,0.00,-679.25 1117.75,0.00,-657.50 b 20
1122.25,0.00,-679.25 1122.25,0.00,-657.50 b 20
1133.75,0.00,-679.25 1133.75,0.00,-657.50 b 20
1138.25,0.00,-679.25 1138.25,0.00,-657.50 b 20
1142.75,0.00,-679.25 1142.75,0.00,-657.50 b 20
1147.25,0.00,-679.25 1147.25,0.00,-657.50 b 20
1151.75,0.00,-679.25 1151.75,0.00,-657.50 b 20
1156.25,0.00,-679.25 1156.25,0.00,-657.50 b 20
1167.75,0.00,-679.25 1167.75,0.00,-657.50 b 20
1172.25,0.00,-679.25 1172.25,0.00,-657.50 b 20
1176.75,0.00,-679.25 1176.75,0.00,-657.50 b 20
1181.25,0.00,-679.25 1181.25,0.00,-657.50 b 20
1185.75,0.00,-679.25 1185.75,0.00,-657.50 b 20
1190.25,0.00,-679.25 1190.25,0.00,-657.50 b 20
1201.75,0.00,-679.25 1201.75,0.00,-657.50 b 20
1206.25,0.00,-679.25 1206.25,0.00,-657.50 b 20
1210.75,0.00,-679.25 1210.75,0.00,-657.50 b 20
1215.25,0.00,-679.25 1215.25,0.00,-657.50 b 20
1219.75,0.00,-679.25 1219.75,0.00,-657.50 b 20
1224.25,0.00,-679.25 1224.25,0.00,-657.50 b 20
1235.75,0.00,-679.25 1235.75,0.00,-657.50 b 20
1240.25,0.00,-679.25 1240.25,0.00,-657.50 b 20
1244.75,0.00,-679.25 1244.75,0.00,-657.50 b 20
1249.25,0.00,-679.25 1249.25,0.00,-657.50 b 20
1253.75,0.00,-679.25 1253.75,0.00,-657.50 b 20
1258.25,0.00,-679.25 1258.25,0.00,-657.50 b 20
1269.75,0.00,-679.25 1269.75,0.00,-657.50 b 20
1274.25,0.00,-679.25 1274.25,0.00,-657.50 b 20
1278.75,0.00,-679.25 1278.75,0.00,-657.50 b 20
1283.25,0.00,-679.25 1283.25,0.00,-657.50 b 20
1287.75,0.00,-679.25 1287.75,0.00,-657.50 b 20
1292.25,0.00,-679.25 1292.25,0.00,-657.50 b 20
1303.75,0.00,-679.25 1303.75,0.00,-657.50 b 20
1308.25,0.00,-679.25 1308.25,0.00,-657.50 b 20
1312.75,0.00,-679.25 1312.75,0.00,-657.50 b 20
1317.25,0.00,-679.25 1317.25,0.00,-657.50 b 20
1321.75,0.00,-679.25 1321.75,0.00,-657.50 b 20
1326.25,0.00,-679.25 1326.25,0.00,-657.50 b 20
1337.75,0.00,-679.25 1337.75,0.00,-657.50 b 20
1342.25,0.00,-679.25 1342.25,0.00,-657.50 b 20
1346.75,0.00,-679.25 1346.75,0.00,-657.50 b 20
1351.25,0.00,-679.25 1351.25,0.00,-657.50 b 20
1355.75,0.00,-679.25 1355.75,0.00,-657.50 b 20
1360.25,0.00,-679.25 1360.25,0.00,-657.50 b 20
1371.75,0.00,-679.25 1371.75,0.00,-657.50 b 20
1376.25,0.00,-679.25 1376.25,0.00,-657.50 b 20
1380.75,0.00,-679.25 1380.75,0.00,-657.50 b 20
1385.25,0.00,-679.25 1385.25,0.00,-657.50 b 20
1389.75,0.00,-679.25 1389.75,0.00,-657.50 b 20
1394.25,0.00,-679.25 1394.25,0.00,-657.50 b 20
1405.75,0.00,-679.25 1405.75,0.00,-657.50 b 20
1410.25,0.00,-679.25 1410.25,0.00,-657.50 b 20
1414.75,0.00,-679.25 1414.75,0.00,-657.50 b 20
1419.25,0.00,-679.25 1419.25,0.00,-657.50 b 20
1423.75,0.00,-679.25 1423.75,0.00,-657.50 b 20
1428.25,0.00,-679.25 1428.25,0.00,-657.50 b 20
1439.75,0.00,-679.25 1439.75,0.00,-657.50 b 20
1444.25,0.00,-679.25 1444.25,0.00,-657.50 b 20
1448.75,0.00,-679.25 1448.75,0.00,-657.50 b 20
1453.25,0.00,-679.25 1453.25,0.00,-657.50 b 20
1457.75,0.00,-679.25 1457.75,0.00,-657.50 b 20
1462.25,0.00,-679.25 1462.25,0.00,-657.50 b 20
1473.75,0.00,-679.25 1473.75,0.00,-657.50 b 20
1478.25,0.00,-679.25 1478.25,0.00,-657.50 b 20
1482.75,0.00,-679.25 1482.75,0.00,-657.50 b 20
1487.25,0.00,-679.25 1487.25,0.00,-657.50 b 20
1491.75,0.00,-679.25 1491.75,0.00,-657.50 b 20
1496.25,0.00,-679.25 1496.25,0.00,-657.50 b 20
1507.75,0.00,-679.25 1507.75,0.00,-657.50 b 20
1512.25,0.00,-679.25 1512.25,0.00,-657.50 b 20
1516.75,0.00,-679.25 1516.75,0.00,-657.50 b 20
1521.25,0.00,-679.25 1521.25,0.00,-657.50 b 20
1525.75,0.00,-679.25 1525.75,0.00,-657.50 b 20
1530.25,0.00,-679.25 1530.25,0.00,-657.50 b 20
1541.75,0.00,-679.25 1541.75,0.00,-657.50 b 20
1546.25,0.00,-679.25 1546.25,0.00,-657.50 b 20
1550.75,0.00,-679.25 1550.75,0.00,-657.50 b 20
1555.25,0.00,-679.25 1555.25,0.00,-657.50 b 20
1559.75,0.00,-679.25 1559.75,0.00,-657.50 b 20
1564.25,0.00,-679.25 1564.25,0.00,-657.50 b 20
45.75,0.00,-73.50 45.75,0.00,-59.75 b 20
50.25,0.00,-73.50 50.25,0.00,-59.75 b 20
54.75,0.00,-73.50 54.75,0.00,-59.75 b 20
59.25,0.00,-73.50 59.25,0.00,-59.75 b 20
63.75,0.00,-73.50 63.75,0.00,-59.75 b 20
68.25,0.00,-73.50 68.25,0.00,-59.75 b 20
79.75,0.00,-73.50 79.75,0.00,-59.75 b 20
84.25,0.00,-73.50 84.25,0.00,-59.75 b 20
88.75,0.00,-73.50 88.75,0.00,-59.75 b 20
93.25,0.00,-73.50 93.25,0.00,-59.75 b 20
97.75,0.00,-73.50 97.75,0.00,-59.75 b 20
102.25,0.00,-73.50 102.25,0.00,-59.75 b 20
113.75,0.00,-73.50 113.75,0.00,-59.75 b 20
118.25,0.00,-73.50 118.25,0.00,-59.75 b 20
122.75,0.00,-73.50 122.75,0.00,-59.75 b 20
127.25,0.00,-73.50 127.25,0.00,-59.75 b 20
131.75,0.00,-73.50 131.75,0.00,-59.75 b 20
136.25,0.00,-73.50 136.25,0.00,-59.75 b 20
147.75,0.00,-73.50 147.75,0.00,-59.75 b 20
152.25,0.00,-73.50 152.25,0.00,-59.75 b 20
156.75,0.00,-73.50 156.75,0.00,-59.75 b 20
161.25,0.00,-73.50 161.25,0.00,-59.75 b 20
165.75,0.00,-73.50 165.75,0.00,-59.75 b 20
170.25,0.00,-73.50 170.25,0.00,-59.75 b 20
181.75,0.00,-73.50 181.75,0.00,-59.75 b 20
186.25,0.00,-73.50 186.25,0.00,-59.75 b 20
190.75,0.00,-73.50 190.75,0.00,-59.75 b 20
195.25,0.00,-73.50 195.25,0.00,-59.75 b 20
199.75,0.00,-73.50 199.75,0.00,-59.75 b 20
204.25,0.00,-73.50 204.25,0.00,-59.75 b 20
215.75,0.00,-73.50 215.75,0.00,-59.75 b 20
220.25,0.00,-73.50 220.25,0.00,-59.75 b 20
224.75,0.00,-73.50 224.75,0.00,-59.75 b 20
229.25,0.00,-73.50 229.25,0.00,-59.75 b 20
233.75,0.00,-73.50 233.75,0.00,-59.75 b 20
238.25,0.00,-73.50 238.25,0.00,-59.75 b 20
249.75,0.00,-73.50 249.75,0.00,-59.75 b 20
254.25,0.00,-73.50 254.25,0.00,-59.75 b 20
258.75,0.00,-73.50 258.75,0.00,-59.75 b 20
263.25,0.00,-73.50 263.25,0.00,-59.75 b 20
267.75,0.00,-73.50 267.75,0.00,-59.75 b 20
272.25,0.00,-73.50 272.25,0.00,-59.75 b 20
283.75,0.00,-73.50 283.75,0.00,-59.75 b 20
288.25,0.00,-73.50 288.25,0.00,-59.75 b 20
292.75,0.00,-73.50 292.75,0.00,-59.75 b 20
297.25,0.00,-73.50 297.25,0.00,-59.75 b 20
301.75,0.00,-73.50 301.75,0.00,-59.75 b 20
306.25,0.00,-73.50 306.25,0.00,-59.75 b 20
317.75,0.00,-73.50 317.75,0.00,-59.75 b 20
322.25,0.00,-73.50 322.25,0.00,-59.75 b 20
326.75,0.00,-73.50 326.75,0.00,-59.75 b 20
331.25,0.00,-73.50 331.25,0.00,-59.75 b 20
335.75,0.00,-73.50 335.75,0.00,-59.75 b 20
340.25,0.00,-73.50 340.25,0.00,-59.75 b 20
351.75,0.00,-73.50 351.75,0.00,-59.75 b 20
356.25,0.00,-73.50 356.25,0.00,-59.75 b 20
360.75,0.00,-73.50 360.75,0.00,-59.75 b 20
365.25,0.00,-73.50 365.25,0.00,-59.75 b 20
369.75,0.00,-73.50 369.75,0.00,-59.75 b 20
374.25,0.00,-73.50 374.25,0.00,-59.75 b 20
385.75,0.00,-73.50 385.75,0.00,-59.75 b 20
390.25,0.00,-73.50 390.25,0.00,-59.75 b 20
394.75,0.00,-73.50 394.75,0.00,-59.75 b 20
399.25,0.00,-73.50 399.25,0.00,-59.75 b 20
403.75,0.00,-73.50 403.75,0.00,-59.75 b 20
408.25,0.00,-73.50 408.25,0.00,-59.75 b 20
419.75,0.00,-73.50 419.75,0.00,-59.75 b 20
424.25,0.00,-73.50 424.25,0.00,-59.75 b 20
428.75,0.00,-73.50 428.75,0.00,-59.75 b 20
433.25,0.00,-73.50 433.25,0.00,-59.75 b 20
437.75,0.00,-73.50 437.75,0.00,-59.75 b 20
442.25,0.00,-73.50 442.25,0.00,-59.75 b 20
453.75,0.00,-73.50 453.75,0.00,-59.75 b 20
458.25,0.00,-73.50 458.25,0.00,-59.75 b 20
462.75,0.00,-73.50 462.75,0.00,-59.75 b 20
467.25,0.00,-73.50 467.25,0.00,-59.75 b 20
471.75,0.00,-73.50 471.75,0.00,-59.75 b 20
476.25,0.00,-73.50 476.25,0.00,-59.75 b 20
487.75,0.00,-73.50 487.75,0.00,-59.75 b 20
492.25,0.00,-73.50 492.25,0.00,-59.75 b 20
496.75,0.00,-73.50 496.75,0.00,-59.75 b 20
501.25,0.00,-73.50 501.25,0.00,-59.75 b 20
505.75,0.00,-73.50 505.75,0.00,-59.75 b 20
510.25,0.00,-73.50 510.25,0.00,-59.75 b 20
521.75,0.00,-73.50 521.75,0.00,-59.75 b 20
526.25,0.00,-73.50 526.25,0.00,-59.75 b 20
530.75,0.00,-73.50 530.75,0.00,-59.75 b 20
535.25,0.00,-73.50 535.25,0.00,-59.75 b 20
539.75,0.00,-73.50 539.75,0.00,-59.75 b 20
544.25,0.00,-73.50 544.25,0.00,-59.75 b 20
555.75,0.00,-73.50 555.75,0.00,-59.75 b 20
560.25,0.00,-73.50 560.25,0.00,-59.75 b 20
564.75,0.00,-73.50 564.75,0.00,-59.75 b 20
569.25,0.00,-73.50 569.25,0.00,-59.75 b 20
573.75,0.00,-73.50 573.75,0.00,-59.75 b 20
578.25,0.00,-73.50 578.25,0.00,-59.75 b 20
589.75,0.00,-73.50 589.75,0.00,-59.75 b 20
594.25,0.00,-73.50 594.25,0.00,-59.75 b 20
598.75,0.00,-73.50 598.75,0.00,-59.75 b 20
603.25,0.00,-73.50 603.25,0.00,-59.75 b 20
607.75,0.00,-73.50 607.75,0.00,-59.75 b 20
612.25,0.00,-73.50 612.25,0.00,-59.75 b 20
623.75,0.00,-73.50 623.75,0.00,-59.75 b 20
628.25,0.00,-73.50 628.25,0.00,-59.75 b 20
632.75,0.00,-73.50 632.75,0.00,-59.75 b 20
637.25,0.00,-73.50 637.25,0.00,-59.75 b 20
641.75,0.00,-73.50 641.75,0.00,-59.75 b 20
646.25,0.00,-73.50 646.25,0.00,-59.75 b 20
657.75,0.00,-73.50 657.75,0.00,-59.75 b 20
662.25,0.00,-73.50 662.25,0.00,-59.75 b 20
666.75,0.00,-73.50 666.75,0.00,-59.75 b 20
671.25,0.00,-73.50 671.25,0.00,-59.75 b 20
675.75,0.00,-73.50 675.75,0.00,-59.75 b 20
680.25,0.00,-73.50 680.25,0.00,-59.75 b 20
691.75,0.00,-73.50 691.75,0.00,-59.75 b 20
696.25,0.00,-73.50 696.25,0.00,-59.75 b 20
700.75,0.00,-73.50 700.75,0.00,-59.75 b 20
705.25,0.00,-73.50 705.25,0.00,-59.75 b 20
709.75,0.00,-73.50 709.75,0.00,-59.75 b 20
714.25,0.00,-73.50 714.25,0.00,-59.75 b 20
725.75,0.00,-73.50 725.75,0.00,-59.75 b 20
730.25,0.00,-73.50 730.25,0.00,-59.75 b 20
734.75,0.00,-73.50 734.75,0.00,-59.75 b 20
739.25,0.00,-73.50 739.25,0.00,-59.75 b 20
743.75,0.00,-73.50 743.75,0.00,-59.75 b 20
748.25,0.00,-73.50 748.25,0.00,-59.75 b 20
759.75,0.00,-73.50 759.75,0.00,-59.75 b 20
764.25,0.00,-73.50 764.25,0.00,-59.75 b 20
768.75,0.00,-73.50 768.75,0.00,-59.75 b 20
773.25,0.00,-73.50 773.25,0.00,-59.75 b 20
777.75,0.00,-73.50 777.75,0.00,-59.75 b 20
782.25,0.00,-73.50 782.25,0.00,-59.75 b 20
793.75,0.00,-73.50 793.75,0.00,-59.75 b 20
798.25,0.00,-73.50 798.25,0.00,-59.75 b 20
802.75,0.00,-73.50 802.75,0.00,-59.75 b 20
807.25,0.00,-73.50 807.25,0.00,-59.75 b 20
811.75,0.00,-73.50 811.75,0.00,-59.75 b 20
816.25,0.00,-73.50 816.25,0.00,-59.75 b 20
827.75,0.00,-73.50 827.75,0.00,-59.75 b 20
832.25,0.00,-73.50 832.25,0.00,-59.75 b 20
836.75,0.00,-73.50 836.75,0.00,-59.75 b 20
841.25,0.00,-73.50 841.25,0.00,-59.75 b 20
845.75,0.00,-73.50 845.75,0.00,-59.75 b 20
850.25,0.00,-73.50 850.25,0.00,-59.75 b 20
861.75,0.00,-73.50 861.75,0.00,-59.75 b 20
866.25,0.00,-73.50 866.25,0.00,-59.75 b 20
870.75,0.00,-73.50 870.75,0.00,-59.75 b 20
875.25,0.00,-73.50 875.25,0.00,-59.75 b 20
879.75,0.00,-73.50 879.75,0.00,-59.75 b 20
884.25,0.00,-73.50 884.25,0.00,-59.75 b 20
895.75,0.00,-73.50 895.75,0.00,-59.75 b 20
900.25,0.00,-73.50 900.25,0.00,-59.75 b 20
904.75,0.00,-73.50 904.75,0.00,-59.75 b 20
909.25,0.00,-73.50 909.25,0.00,-59.75 b 20
913.75,0.00,-73.50 913.75,0.00,-59.75 b 20
918.25,0.00,-73.50 918.25,0.00,-59.75 b 20
929.75,0.00,-73.50 929.75,0.00,-59.75 b 20
934.25,0.00,-73.50 934.25,0.00,-59.75 b 20
938.75,0.00,-73.50 938.75,0.00,-59.75 b 20
943.25,0.00,-73.50 943.25,0.00,-59.75 b 20
947.75,0.00,-73.50 947.75,0.00,-59.75 b 20
952.25,0.00,-73.50 952.25,0.00,-59.75 b 20
963.75,0.00,-73.50 963.75,0.00,-59.75 b 20
968.25,0.00,-73.50 968.25,0.00,-59.75 b 20
972.75,0.00,-73.50 972.75,0.00,-59.75 b 20
977.25,0.00,-73.50 977.25,0.00,-59.75 b 20
981.75,0.00,-73.50 981.75,0.00,-59.75 b 20
986.25,0.00,-73.50 986.25,0.00,-59.75 b 20
997.75,0.00,-73.50 997.75,0.00,-59.75 b 20
1002.25,0.00,-73.50 1002.25,0.00,-59.75 b 20
1006.75,0.00,-73.50 1006.75,0.00,-59.75 b 20
1011.25,0.00,-73.50 1011.25,0.00,-59.75 b 20
1015.75,0.00,-73.50 1015.75,0.00,-59.75 b 20
1020.25,0.00,-73.50 1020.25,0.00,-59.75 b 20
1031.75,0.00,-73.50 1031.75,0.00,-59.75 b 20
1036.25,0.00,-73.50 1036.25,0.00,-59.75 b 20
1040.75,0.00,-73.50 1040.75,0.00,-59.75 b 20
1045.25,0.00,-73.50 1045.25,0.00,-59.75 b 20
1049.75,0.00,-73.50 1049.75,0.00,-59.75 b 20
1054.25,0.00,-73.50 1054.25,0.00,-59.75 b 20
1065.75,0.00,-73.50 1065.75,0.00,-59.75 b 20
1070.25,0.00,-73.50 1070.25,0.00,-59.75 b 20
1074.75,0.00,-73.50 1074.75,0.00,-59.75 b 20
1079.25,0.00,-73.50 1079.25,0.00,-59.75 b 20
1083.75,0.00,-73.50 1083.75,0.00,-59.75 b 20
1088.25,0.00,-73.50 1088.25,0.00,-59.75 b 20
1099.75,0.00,-73.50 1099.75,0.00,-59.75 b 20
1104.25,0.00,-73.50 1104.25,0.00,-59.75 b 20
1108.75,0.00,-73.50 1108.75,0.00,-59.75 b 20
1113.25,0.00,-73.50 1113.25,0.00,-59.75 b 20
1117.75,0.00,-73.50 1117.75,0.00,-59.75 b 20
1122.25,0.00,-73.50 1122.25,0.00,-59.75 b 20
1133.75,0.00,-73.50 1133.75,0.00,-59.75 b 20
1138.25,0.00,-73.50 1138.25,0.00,-59.75 b 20
1142.75,0.00,-73.50 1142.75,0.00,-59.75 b 20
1147.25,0.00,-73.50 1147.25,0.00,-59.75 b 20
1151.75,0.00,-73.50 1151.75,0.00,-59.75 b 20
1156.25,0.00,-73.50 1156.25,0.00,-59.75 b 20
1167.75,0.00,-73.50 1167.75,0.00,-59.75 b 20
1172.25,0.00,-73.50 1172.25,0.00,-59.75 b 20
1176.75,0.00,-73.50 1176.75,0.00,-59.75 b 20
1181.25,0.00,-73.50 1181.25,0.00,-59.75 b 20
1185.75,0.00,-73.50 1185.75,0.00,-59.75 b 20
1190.25,0.00,-73.50 1190.25,0.00,-59.75 b 20
1201.75,0.00,-73.50 1201.75,0.00,-59.75 b 20
1206.25,0.00,-73.50 1206.25,0.00,-59.75 b 20
1210.75,0.00,-73.50 1210.75,0.00,-59.75 b 20
1215.25,0.00,-73.50 1215.25,0.00,-59.75 b 20
1219.75,0.00,-73.50 1219.75,0.00,-59.75 b 20
1224.25,0.00,-73.50 1224.25,0.00,-59.75 b 20
1235.75,0.00,-73.50 1235.75,0.00,-59.75 b 20
1240.25,0.00,-73.50 1240.25,0.00,-59.75 b 20
1244.75,0.00,-73.50 1244.75,0.00,-59.75 b 20
1249.25,0.00,-73.50 1249.25,0.00,-59.75 b 20
1253.75,0.00,-73.50 1253.75,0.00,-59.75 b 20
1258.25,0.00,-73.50 1258.25,0.00,-59.75 b 20
1269.75,0.00,-73.50 1269.75,0.00,-59.75 b 20
1274.25,0.00,-73.50 1274.25,0.00,-59.75 b 20
1278.75,0.00,-73.50 1278.75,0.00,-59.75 b 20
1283.25,0.00,-73.50 1283.25,0.00,-59.75 b 20
1287.75,0.00,-73.50 1287.75,0.00,-59.75 b 20
1292.25,0.00,-73.50 1292.25,0.00,-59.75 b 20
1303.75,0.00,-73.50 1303.75,0.00,-59.75 b 20
1308.25,0.00,-73.50 1308.25,0.00,-59.75 b 20
1312.75,0.00,-73.50 1312.75,0.00,-59.75 b 20
1317.25,0.00,-73.50 1317.25,0.00,-59.75 b 20
1321.75,0.00,-73.50 1321.75,0.00,-59.75 b 20
1326.25,0.00,-73.50 1326.25,0.00,-59.75 b 20
1337.75,0.00,-73.50 1337.75,0.00,-59.75 b 20
1342.25,0.00,-73.50 1342.25,0.00,-59.75 b 20
1346.75,0.00,-73.50 1346.75,0.00,-59.75 b 20
1351.25,0.00,-73.50 1351.25,0.00,-59.75 b 20
1355.75,0.00,-73.50 1355.75,0.00,-59.75 b 20
1360.25,0.00,-73.50 1360.25,0.00,-59.75 b 20
1371.75,0.00,-73.50 1371.75,0.00,-59.75 b 20
1376.25,0.00,-73.50 1376.25,0.00,-59.75 b 20
1380.75,0.00,-73.50 1380.75,0.00,-59.75 b 20
1385.25,0.00,-73.50 1385.25,0.00,-59.75 b 20
1389.75,0.00,-73.50 1389.75,0.00,-59.75 b 20
1394.25,0.00,-73.50 1394.25,0.00,-59.75 b 20
1405.75,0.00,-73.50 1405.75,0.00,-59.75 b 20
1410.25,0.00,-73.50 1410.25,0.00,-59.75 b 20
1414.75,0.00,-73.50 1414.75,0.00,-59.75 b 20
1419.25,0.00,-73.50 1419.25,0.00,-59.75 b 20
1423.75,0.00,-73.50 1423.75,0.00,-59.75 b 20
1428.25,0.00,-73.50 1428.25,0.00,-59.75 b 20
1439.75,0.00,-73.50 1439.75,0.00,-59.75 b 20
1444.25,0.00,-73.50 1444.25,0.00,-59.75 b 20
1448.75,0.00,-73.50 1448.75,0.00,-59.75 b 20
1453.25,0.00,-73.50 1453.25,0.00,-59.75 b 20
1457.75,0.00,-73.50 1457.75,0.00,-59.75 b 20
1462.25,0.00,-73.50 1462.25,0.00,-59.75 b 20
1473.75,0.00,-73.50 1473.75,0.00,-59.75 b 20
1478.25,0.00,-73.50 1478.25,0.00,-59.75 b 20
1482.75,0.00,-73.50 1482.75,0.00,-59.75 b 20
1487.25,0.00,-73.50 1487.25,0.00,-59.75 b 20
1491.75,0.00,-73.50 1491.75,0.00,-59.75 b 20
1496.25,0.00,-73.50 1496.25,0.00,-59.75 b 20
1507.75,0.00,-73.50 1507.75,0.00,-59.75 b 20
1512.25,0.00,-73.50 1512.25,0.00,-59.75 b 20
1516.75,0.00,-73.50 1516.75,0.00,-59.75 b 20
1521.25,0.00,-73.50 1521.25,0.00,-59.75 b 20
1525.75,0.00,-73.50 1525.75,0.00,-59.75 b 20
1530.25,0.00,-73.50 1530.25,0.00,-59.75 b 20
1541.75,0.00,-73.50 1541.75,0.00,-59.75 b 20
1546.25,0.00,-73.50 1546.25,0.00,-59.75 b 20
1550.75,0.00,-73.50 1550.75,0.00,-59.75 b 20
1555.25,0.00,-73.50 1555.25,0.00,-59.75 b 20
1559.75,0.00,-73.50 1559.75,0.00,-59.75 b 20
1564.25,0.00,-73.50 1564.25,0.00,-59.75 b 20
45.75,0.00,-59.75 34.75,0.00,-59.75 b 20
50.25,0.00,-59.75 34.75,0.00,-59.75 b 20
54.75,0.00,-59.75 34.75,0.00,-59.75 b 20
59.25,0.00,-59.75 34.75,0.00,-59.75 b 20
63.75,0.00,-59.75 34.75,0.00,-59.75 b 20
68.25,0.00,-59.75 34.75,0.00,-59.75 b 20
79.75,0.00,-59.75 34.75,0.00,-59.75 b 20
84.25,0.00,-59.75 34.75,0.00,-59.75 b 20
88.75,0.00,-59.75 34.75,0.00,-59.75 b 20
93.25,0.00,-59.75 34.75,0.00,-59.75 b 20
97.75,0.00,-59.75 34.75,0.00,-59.75 b 20
102.25,0.00,-59.75 34.75,0.00,-59.75 b 20
113.75,0.00,-59.75 34.75,0.00,-59.75 b 20
118.25,0.00,-59.75 34.75,0.00,-59.75 b 20
122.75,0.00,-59.75 34.75,0.00,-59.75 b 20
127.25,0.00,-59.75 34.75,0.00,-59.75 b 20
131.75,0.00,-59.75 34.75,0.00,-59.75 b 20
136.25,0.00,-59.75 34.75,0.00,-59.75 b 20
147.75,0.00,-59.75 34.75,0.00,-59.75 b 20
152.25,0.00,-59.75 34.75,0.00,-59.75 b 20
156.75,0.00,-59.75 34.75,0.00,-59.75 b 20
161.25,0.00,-59.75 34.75,0.00,-59.75 b 20
165.75,0.00,-59.75 34.75,0.00,-59.75 b 20
170.25,0.00,-59.75 34.75,0.00,-59.75 b 20
181.75,0.00,-59.75 34.75,0.00,-59.75 b 20
186.25,0.00,-59.75 34.75,0.00,-59.75 b 20
190.75,0.00,-59.75 34.75,0.00,-59.75 b 20
195.25,0.00,-59.75 34.75,0.00,-59.75 b 20
199.75,0.00,-59.75 34.75,0.00,-59.75 b 20
204.25,0.00,-59.75 34.75,0.00,-59.75 b 20
215.75,0.00,-59.75 34.75,0.00,-59.75 b 20
220.25,0.00,-59.75 34.75,0.00,-59.75 b 20
224.75,0.00,-59.75 34.75,0.00,-59.75 b 20
229.25,0.00,-59.75 34.75,0.00,-59.75 b 20
233.75,0.00,-59.75 34.75,0.00,-59.75 b 20
238.25,0.00,-59.75 34.75,0.00,-59.75 b 20
249.75,0.00,-59.75 34.75,0.00,-59.75 b 20
254.25,0.00,-59.75 34.75,0.00,-59.75 b 20
258.75,0.00,-59.75 34.75,0.00,-59.75 b 20
263.25,0.00,-59.75 34.75,0.00,-59.75 b 20
267.75,0.00,-59.75 34.75,0.00,-59.75 b 20
272.25,0.00,-59.75 34.75,0.00,-59.75 b 20
283.75,0.00,-59.75 34.75,0.00,-59.75 b 20
288.25,0.00,-59.75 34.75,0.00,-59.75 b 20
292.75,0.00,-59.75 34.75,0.00,-59.75 b 20
297.25,0.00,-59.75 34.75,0.00,-59.75 b 20
301.75,0.00,-59.75 34.75,0.00,-59.75 b 20
306.25,0.00,-59.75 34.75,0.00,-59.75 b 20
317.75,0.00,-59.75 34.75,0.00,-59.75 b 20
322.25,0.00,-59.75 34.75,0.00,-59.75 b 20
326.75,0.00,-59.75 34.75,0.00,-59.75 b 20
331.25,0.00,-59.75 34.75,0.00,-59.75 b 20
335.75,0.00,-59.75 34.75,0.00,-59.75 b 20
340.25,0.00,-59.75 34.75,0.00,-59.75 b 20
351.75,0.00,-59.75 34.75,0.00,-59.75 b 20
356.25,0.00,-59.75 34.75,0.00,-59.75 b 20
360.75,0.00,-59.75 34.75,0.00,-59.75 b 20
365.25,0.00,-59.75 34.75,0.00,-59.75 b 20
369.75,0.00,-59.75 34.75,0.00,-59.75 b 20
374.25,0.00,-59.75 34.75,0.00,-59.75 b 20
385.75,0.00,-59.75 34.75,0.00,-59.75 b 20
390.25,0.00,-59.75 34.75,0.00,-59.75 b 20
394.75,0.00,-59.75 34.75,0.00,-59.75 b 20
399.25,0.00,-59.75 34.75,0.00,-59.75 b 20
403.75,0.00,-59.75 34.75,0.00,-59.75 b 20
408.25,0.00,-59.75 34.75,0.00,-59.75 b 20
419.75,0.00,-59.75 34.75,0.00,-59.75 b 20
424.25,0.00,-59.75 34.75,0.00,-59.75 b 20
428.75,0.00,-59.75 34.75,0.00,-59.75 b 20
433.25,0.00,-59.75 34.75,0.00,-59.75 b 20
437.75,0.00,-59.75 34.75,0.00,-59.75 b 20
442.25,0.00,-59.75 34.75,0.00,-59.75 b 20
453.75,0.00,-59.75 34.75,0.00,-59.75 b 20
